id,project_slug,cve_id,cwe_id,cwe_name,github_username,github_repository_name,github_tag,github_url,advisory_id,buggy_commit_id,fix_commit_ids
73,h2oai__h2o-3_CVE-2024-10553_3.46.0.5,CVE-2024-10553,CWE-502,Deserialization of Untrusted Data,h2oai,h2o-3,3.46.0.5,https://github.com/h2oai/h2o-3,GHSA-h7xg-cmpp-48hf,62c1c2579b6eb97e8813659a5e7b919af8ae0c5f,ac1d642b4d86f10a02d75974055baf2a4b2025ac
74,xuxueli__xxl-rpc_CVE-2023-45146_1.7.0,CVE-2023-45146,CWE-502,Deserialization of Untrusted Data,xuxueli,xxl-rpc,1.7.0,https://github.com/xuxueli/xxl-rpc,GHSA-f984-3wx8-grp9,cee39e90449c34602e2ba70a845af9a913dce20f,https://securitylab.github.com/advisories/GHSL-2023-052_XXL-RPC/
75,apache__incubator-seata_CVE-2024-47552_2.0.0,CVE-2024-47552,CWE-502,Deserialization of Untrusted Data,apache,incubator-seata,2.0.0,https://github.com/apache/incubator-seata,GHSA-2r4x-667f-mpfh,73733dadf4250ad6bd683f99474266d18c6b6c35,c0d2ac540b5579e909ae3240f112575313fcad34
76,apache__inlong_CVE-2023-51785_1.5.0,CVE-2023-51785,CWE-502,Deserialization of Untrusted Data,apache,inlong,1.5.0,https://github.com/apache/inlong,GHSA-crwj-2r3c-gx2g,9bd8781f32a151900feb2345580b858d6a1c0229,d674bfe28416aff728eabafc1f6b8bb9ba5a5b8e
77,fengjiachu__Jupiter_CVE-2023-48887_1.3.1,CVE-2023-48887,CWE-502,Deserialization of Untrusted Data,fengjiachun,Jupiter,1.3.1,https://github.com/fengjiachun/Jupiter,GHSA-6pqx-v9g4-5hc8,33ae75e46d81c5edcb0921352adee1151c903507,https://github.com/fengjiachun/Jupiter/issues/115
78,glazedlists__glazedlists_CVE-2023-31890_1.11.0,CVE-2023-31890,CWE-502,Deserialization of Untrusted Data,glazedlists,glazedlists,1.11.0,https://github.com/glazedlists/glazedlists,GHSA-p6m6-9j36-vfjx,41f98a4465707b158aaa6e07982a8459e60f35f9,https://github.com/glazedlists/glazedlists/issues/709
79,apache__jspwiki_CVE-2019-10077_2.11.0.M3,CVE-2019-10077,CWE-079,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),apache,jspwiki,2.11.0.M3,https://github.com/apache/jspwiki,GHSA-cj6j-32rg-45r2,2ea7973c1c7fdf2771a9743dbc8ecb27c9bb162d,87c89f0405d6b31fc165358ce5d5bc4536e32a8a
80,apache__jspwiki_CVE-2019-10076_2.11.0.M3,CVE-2019-10076,CWE-079,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),apache,jspwiki,2.11.0.M3,https://github.com/apache/jspwiki,GHSA-cxx2-fp39-rf3r,2ea7973c1c7fdf2771a9743dbc8ecb27c9bb162d,60a9cb84ce36a0392fa5a01afcf28c11857c2f9e
81,apache__jspwiki_CVE-2019-10078_2.11.0.M3,CVE-2019-10078,CWE-079,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),apache,jspwiki,2.11.0.M3,https://github.com/apache/jspwiki,GHSA-hp5r-mhgp-56c9,2ea7973c1c7fdf2771a9743dbc8ecb27c9bb162d,46cd981dfb431730da3f9249f5db858aacf11e52
82,apache__jspwiki_CVE-2019-10089_2.11.0.M4,CVE-2019-10089,CWE-079,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),apache,jspwiki,2.11.0.M4,https://github.com/apache/jspwiki,GHSA-3rx2-x6mx-grj3,6e1dc66adf3faa22e7f1f60189611a3d8ddb0726,2956ccb307dd4b23b25c8ddeae8d7e7b301c6ff3
83,hibernate__hibernate-validator_CVE-2019-10219_6.0.17.Final,CVE-2019-10219,CWE-079,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),hibernate,hibernate-validator,6.0.17.Final,https://github.com/hibernate/hibernate-validator,GHSA-m8p2-495h-ccmh,7694cff9ed6325006382390c9bb2d8e4f3efedb6,124b7dd6d9a4ad24d4d49f74701f05a13e56ceee;20d729548511ac5cff6fd459f93de137195420fe
84,asf__cxf_CVE-2016-6812_3.0.11,CVE-2016-6812,CWE-079,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),apache,cxf,3.0.11,https://github.com/apache/cxf,GHSA-vw2c-5wph-v92r,6c7df35913ce3fc6ec8f5dc6c6074b187f751aa6,1be97cb13aef121b799b1be4d9793c0e8b925a12;1f824d8039c7a42a4aa46f844e6c800e1143c7e7;32e89366e2daa5670ac7a5c5c19f0bf9329a4c1e;a30397b0
85,apache__jspwiki_CVE-2022-46907_2.11.3,CVE-2022-46907,CWE-079,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),apache,jspwiki,2.11.3,https://github.com/apache/jspwiki,GHSA-qvq8-cw7f-m7m4,515dff39c66c43318056fa76a20117662d2a0e8d,0b9a0149032170063f22d65e335dfd317db815ea;46e1ef7a595ca5cabf5ef184139910413f2024fc;484c6a133e397693991b7c9a9b62ef3ca48ce707;75019d337f1d0033b1f65428e75f43baeffd99dd;82be08904a6d8bd22fa2d4e5a7e85f43408724d3;9d6dbf911d52d724297e4e46c4b80649fb028ff9;df20770f251a8d7431047e556b144ef24ee6a3a7
86,liferay__liferay-portal_CVE-2025-62249_114.1.0,CVE-2025-62249,CWE-079,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),liferay,liferay-portal,114.1.0,https://github.com/liferay/liferay-portal,GHSA-rx48-gqc2-4w47,a9017d1f654503189fcd6eecd59bd501a7015b8c,66c51e026f7c9eee8f82137a586ceea5bdc081a5
87,liferay__liferay-portal-taglib-clay-CVE-2025-43774_15.2.1,CVE-2025-43774,CWE-079,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),liferay,liferay-portal-taglib-clay,15.2.1,https://github.com/liferay/liferay-portal,GHSA-qgj5-4qvg-2f8c,a9017d1f654503189fcd6eecd59bd501a7015b8c,e15df92e3faa3abbf38e3643b79ab8cf2983d6df
88,asf__cxf_CVE-2019-17573_3.2.11,CVE-2019-17573,CWE-079,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),apache,cxf,3.2.11,https://github.com/apache/cxf,GHSA-f93p-f762-vr53,da2d27d97f9e9abd7d307e2224e5e0338b767ee2,a02e96ba1095596bef481919f16a90c5e80a92c8
89,pippo-java__pippo_CVE-2017-18349_1.11.0,CVE-2017-18349,CWE-020,Improper Input Validation,pippo-java,pippo,1.11.0,https://github.com/pippo-java/pippo,GHSA-xjrr-xv9m-4pw5,a2eb20fd813641e343f1a319b5b4b7855b581fec,https://github.com/pippo-java/pippo/issues/466
90,spring-cloud__spring-cloud-gateway_CVE-2022-22947_3.0.6,CVE-2022-22947,CWE-094,Improper Control of Generation of Code ('Code Injection'),spring-cloud,spring-cloud-gateway,3.0.6,https://github.com/spring-cloud/spring-cloud-gateway,GHSA-3gx9-37ww-9qw6,da0f9014bcc9131d8f15141be74011b89a01420f,1b868d2159e8fb71c22d583e424ae699f90532e3
91,apache__dubbo_CVE-2021-30180_2.7.9,CVE-2021-30180,CWE-094,Improper Control of Generation of Code ('Code Injection'),apache,dubbo,2.7.9,https://github.com/apache/dubbo,GHSA-7wfc-x4f7-gg2x,f0483b80a32e813a4393879744e30d0084c3eafd,041f8bb0a98a912bd363560d5a2339198dcf79a5
92,fabric8io__kubernetes-client_CVE-2021-4178_5.0.2,CVE-2021-4178,CWE-094,Improper Control of Generation of Code ('Code Injection'),fabric8io,kubernetes-client,5.0.2,https://github.com/fabric8io/kubernetes-client,GHSA-98g7-rxmf-rrxm,1d1b3d404836871c4d0fc0a35dafe5d40369b519,445103004d1ed3153d5abb272473451d05891e39
93,asf__commons-text_CVE-2022-42889_1.9,CVE-2022-42889,CWE-094,Improper Control of Generation of Code ('Code Injection'),apache,commons-text,1.9,https://github.com/apache/commons-text,GHSA-599f-7c49-w659,cb85bed468e99d34b88d0c81fe20eb3b1615660e,b9b40b903e2d1f9935039803c9852439576780ea
94,ff4j__ff4j_CVE-2022-44262_1.8.13,CVE-2022-44262,CWE-094,Improper Control of Generation of Code ('Code Injection'),ff4j,ff4j,1.8.13,https://github.com/ff4j/ff4j,GHSA-65hj-9ppw-77xc,7c34409d320ed1c917c4ec4ac72a99661c4e446f,62d03140f3bfbd380d0f4b4e5a94dcb8baa9d9c6
95,apache__dolphinscheduler_CVE-2023-51770_3.2.0,CVE-2023-51770,CWE-094,Improper Control of Generation of Code ('Code Injection'),apache,dolphinscheduler,3.2.0,https://github.com/apache/dolphinscheduler,GHSA-ff2w-wm48-jhqj,f64b254809f21f811eaef780d489a43b490ca327,309c8c97a9b9003244496dedc7861a5026f9441a
96,apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,CWE-094,Improper Control of Generation of Code ('Code Injection'),apache,dolphinscheduler,3.2.0,https://github.com/apache/dolphinscheduler,GHSA-qwxx-xww6-8q8m,f64b254809f21f811eaef780d489a43b490ca327,8c01fcf14b199e2c1ba86c17351e1ea30614f484
97,apache__activemq_CVE-2020-11998_5.15.12,CVE-2020-11998,CWE-094,Improper Control of Generation of Code ('Code Injection'),apache,activemq,5.15.12,https://github.com/apache/activemq,GHSA-wqfh-9m4g-7x6x,cebbd7fdea0633e6a0cbbef427f9b753949fa531,0d6e5f2;88b78d0;aa8900c
98,HtmlUnit__htmlunit_CVE-2023-49093_3.8.0,CVE-2023-49093,CWE-094,Improper Control of Generation of Code ('Code Injection'),HtmlUnit,htmlunit,3.8.0,https://github.com/HtmlUnit/htmlunit,GHSA-37vq-hr2f-g7h7,641325bbc84702dc9800ec7037aec061ce21956b,
99,apache__rocketmq_CVE-2023-33246_5.1.0,CVE-2023-33246,CWE-094,Improper Control of Generation of Code ('Code Injection'),apache,rocketmq,5.1.0,https://github.com/apache/rocketmq,GHSA-x3cq-8f32-5f63,b8e9334d2a1ed8868a3b15b63b8ef3198fcb81ce,9d411cf04a695e7a3f41036e8377b0aa544d754d;c3ada731405c5990c36bf58d50b3e61965300703
100,xerial__sqlite-jdbc_CVE-2023-32697_3.41.2.1,CVE-2023-32697,CWE-094,Improper Control of Generation of Code ('Code Injection'),xerial,sqlite-jdbc,3.41.2.1,https://github.com/xerial/sqlite-jdbc,GHSA-6phf-6h5g-97j2,a3322b2ae802b28624bcd4e2e20c55558e46cf99,edb4b8adc2447bc04e05b9b908195a4bc7926242
101,DSpace__DSpace_CVE-2025-53621_dspace-7.6.3,CVE-2025-53621,CWE-611,Improper Restriction of XML External Entity Reference,DSpace,DSpace,dspace-7.6.3,https://github.com/DSpace/DSpace,GHSA-jjwr-5cfh-7xwh,24357bdd9cf3bd05e4336d0c2d8a0cc7a2932417,28b5f3810fa2b819516e706849a99a9bf5f3de87
102,apache__solr_CVE-2018-8026_6.0.0,CVE-2018-8026,CWE-611,Improper Restriction of XML External Entity Reference,apache,solr,6.0.0,https://github.com/apache/solr,GHSA-7px3-6f6g-hxcj,48c80f91b8e5cd9b3a9b48e6184bd53e7619e7e3,1880d4824e6c5f98170b9a00aad1d437ee2aa12;3aa6086ed99fa7158d423dc7c33dae6da466b09;d1baf6ba593561f39e2da0a71a8440797005b55;e5407c5a9710247e5f728aae36224a245a51f0b
103,apache__xmlgraphics-fop_CVE-2017-5661_2.1,CVE-2017-5661,CWE-611,Improper Restriction of XML External Entity Reference,apache,xmlgraphics-fop,2.1,https://github.com/apache/xmlgraphics-fop,GHSA-5hg8-r9vq-gjqp,43933a18291fc2e7092e1bd535f59d8f0890a2fc,
104,apache__jackrabbit_CVE-2025-53689_2.22.0,CVE-2025-53689,CWE-611,Improper Restriction of XML External Entity Reference,apache,jackrabbit,2.22.0,https://github.com/apache/jackrabbit,GHSA-44c3-38h8-9fh9,66c73133c8b8a1fc374251ceab692f1d9b59225d,02786c0a01838580252bdab79bfa54026c30294e
105,HL7__fhir-ig-publisher_CVE-2024-52807_1.7.3,CVE-2024-52807,CWE-611,Improper Restriction of XML External Entity Reference,HL7,fhir-ig-publisher,1.7.3,https://github.com/HL7/fhir-ig-publisher,GHSA-8c3x-hq82-gjcm,a923509a20e150a2a9a10fda9719998eba896692,https://github.com/HL7/fhir-ig-publisher/compare/1.7.3...1.7.4
106,apache__wicket_CVE-2024-36522_9.0.0,CVE-2024-36522,CWE-611,Improper Restriction of XML External Entity Reference,apache,wicket,9.0.0,https://github.com/apache/wicket,GHSA-hhwc-gh8h-9rrp,c2802f3ef8df9833da63d144fb4ad03d59e31acc,
107,powsybl__powsybl-core_CVE-2025-47293_6.7.1,CVE-2025-47293,CWE-611,Improper Restriction of XML External Entity Reference,powsybl,powsybl-core,6.7.1,https://github.com/powsybl/powsybl-core,GHSA-qpj9-qcwx-8jv2,ad8fe9c20cb963d4046f5a5df6ac1bd693cd5f5b,e6c7c4997ae8758b54a2f23ce1a499e25113acdc
108,allure-framework__allure2_CVE-2025-52888_2.34.0,CVE-2025-52888,CWE-611,Improper Restriction of XML External Entity Reference,allure-framework,allure2,2.34.0,https://github.com/allure-framework/allure2,GHSA-h7qf-qmf3-85qg,45aa78535658893b365f5efe94a573ba9323421d,cbcb33719851ff70adce85d38e15d20fc58d4eb7
109,hapifhir__org.hl7.fhir.core_CVE-2024-52007_5.6.91,CVE-2024-52007,CWE-611,Improper Restriction of XML External Entity Reference,hapifhir,org.hl7.fhir.core,5.6.91,https://github.com/hapifhir/org.hl7.fhir.core,GHSA-gr3c-q7xf-47vh,7b22d0355b1b12448e50b9cbfe2a8ae63f2ee828,https://github.com/hapifhir/org.hl7.fhir.core/issues/1571
110,hapifhir__org.hl7.fhir.core_CVE-2024-51132_5.6.91,CVE-2024-51132,CWE-611,Improper Restriction of XML External Entity Reference,hapifhir,org.hl7.fhir.core,5.6.91,https://github.com/hapifhir/org.hl7.fhir.core,GHSA-4cf2-cxp3-rjr7,7b22d0355b1b12448e50b9cbfe2a8ae63f2ee828,7ede053a5fca50cc2802884c661a241d51703a67
111,apache__xmlgraphics-fop_CVE-2024-28168_2.9,CVE-2024-28168,CWE-611,Improper Restriction of XML External Entity Reference,apache,xmlgraphics-fop,2.9,https://github.com/apache/xmlgraphics-fop,GHSA-jqfv-jrvq-95jm,a0bd13fcfac467066160169f914aa5d900b0b8bb,d96ba9a11710d02716b6f4f6107ebfa9ccec7134
112,classgraph__classgraph_CVE-2021-47621_4.8.111,CVE-2021-47621,CWE-611,Improper Restriction of XML External Entity Reference,classgraph,classgraph,4.8.111,https://github.com/classgraph/classgraph,GHSA-v2xm-76pq-phcf,4aeda588fc15528c21fee04618a74296f36b7d2a,681362ad6b0b9d9abaffb2e07099ce54d7a41fa3
113,gturri__aXMLRPC_CVE-2020-36641_1.12.0,CVE-2020-36641,CWE-611,Improper Restriction of XML External Entity Reference,gturri,aXMLRPC,1.12.0,https://github.com/gturri/aXMLRPC,GHSA-g4r8-28fp-f255,996fd7f3ed68210720fdd425016a635b6167a053,ad6615b3ec41353e614f6ea5fdd5b046442a832b
114,eclipse-leshan__leshan_CVE-2023-41034_2.0.0-M1,CVE-2023-41034,CWE-611,Improper Restriction of XML External Entity Reference,eclipse-leshan,leshan,2.0.0-M1,https://github.com/eclipse-leshan/leshan,GHSA-wc9j-gc65-3cm7,29e2ca2153b88636a59a9b8500a43ce1e84a4999,29577d2879ba8e7674c3b216a7f01193fc7ae013
115,haraldk__TwelveMonkeys_CVE-2021-23792_3.7.0,CVE-2021-23792,CWE-611,Improper Restriction of XML External Entity Reference,haraldk,TwelveMonkeys,3.7.0,https://github.com/haraldk/TwelveMonkeys,GHSA-pjch-4g28-fxx7,ab7b08dfa9364789ec63f0522c0b5fc4f2e47ca3,da4efe98bf09e1cce91b7633cb251958a200fc80
116,OpenRefine__simile-butterfly_CVE-2024-47883_1.0,CVE-2024-47883,CWE-918,Server-Side Request Forgery (SSRF),OpenRefine,simile-butterfly,1,https://github.com/OpenRefine/simile-butterfly,GHSA-3p8v-w8mr-m3x8,b95fdeaf6e665f2ba8123af9dfd4a9fd6c796af6,537f64bfa72746f8b21d4bda461fad843435319c
117,apache__axis-axis1-java_CVE-2023-51441_1.3.0,CVE-2023-51441,CWE-918,Server-Side Request Forgery (SSRF),apache,axis-axis1-java,1.3,https://github.com/apache/axis-axis1-java,GHSA-hr2c-p8rh-238h,e84c60c1f0764b01577d62c9e6453457d523ee77,685c309febc64aa393b2d64a05f90e7eb9f73e06
118,apache__eventmesh_CVE-2024-39954_1.6.0-release,CVE-2024-39954,CWE-918,Server-Side Request Forgery (SSRF),apache,eventmesh,1.6.0-release,https://github.com/apache/eventmesh,GHSA-hf86-8x8v-h7vc,3d8a77e3fdcc39a2ff576a12feb4daafc378bc88,
119,xwiki__xwiki-platform_CVE-2023-48240_11.11.0,CVE-2023-48240,CWE-918,Server-Side Request Forgery (SSRF),xwiki,xwiki-platform,11.11.0,https://github.com/xwiki/xwiki-platform,GHSA-7rfg-6273-f5wp,ce242f6bd8fbbe99bb18d7c7ad768df0df63e2a8,bff0203e739b6e3eb90af5736f04278c73c2a8bb
120,youseries__ureport_CVE-2020-21122_2.2.9,CVE-2020-21122,CWE-918,Server-Side Request Forgery (SSRF),youseries,ureport,2.2.9,https://github.com/youseries/ureport,GHSA-6q3p-36f4-cwxv,3d89e71b05649d2635d60d606c60e7d0a5c06444,https://github.com/youseries/ureport/issues/483
121,ctripcorp__apollo_CVE-2019-10686_1.3.0,CVE-2019-10686,CWE-918,Server-Side Request Forgery (SSRF),ctripcorp,apollo,1.3.0,https://github.com/ctripcorp/apollo,GHSA-fvx3-g627-phm2,d1ae147711af31ea522f988acb36a5c1bf3a4456,https://github.com/apolloconfig/apollo/issues/2103
122,geoserver__geoserver_CVE-2024-40625_2.25.0,CVE-2024-40625,CWE-918,Server-Side Request Forgery (SSRF),geoserver,geoserver,2.25.0,https://github.com/geoserver/geoserver,GHSA-r4hf-r8gj-jgw2,55dc8c632219161aa0a1d115ec93e6d700e3b97a,https://github.com/geoserver/geoserver/blob/main/src/rest/src/main/java/org/geoserver/rest/util/RESTUtils.java#L176
123,qos-ch__logback_CVE-2024-12801_1.4.0,CVE-2024-12801,CWE-918,Server-Side Request Forgery (SSRF),qos-ch,logback,1.4.0,https://github.com/qos-ch/logback,GHSA-6v67-2wr5-gvf4,e83403e15547abb077d5957e4fb8a302293541dc,5f05041cba4c4ac0a62748c5c527a2da48999f2d
124,microcks__microcks_CVE-2023-48910_1.7.0,CVE-2023-48910,CWE-918,Server-Side Request Forgery (SSRF),microcks,microcks,1.7.0,https://github.com/microcks/microcks,GHSA-gqj2-324p-vx73,439d2297ed27c71c85f47391f86e297b0e350cab,
125,opencrx__opencrx_CVE-2023-46502_5.2.0,CVE-2023-46502,CWE-918,Server-Side Request Forgery (SSRF),opencrx,opencrx,5.2.0,https://github.com/opencrx/opencrx,GHSA-q74f-rf27-8hxc,29f81c08d34353b53850e9a16b587ffd636a687d,ce7a71db0bb34ecbcb0e822d40598e410a48b399
126,OpenRefine__OpenRefine_CVE-2022-41401_3.5.2,CVE-2022-41401,CWE-918,Server-Side Request Forgery (SSRF),OpenRefine,OpenRefine,3.5.2,https://github.com/OpenRefine/OpenRefine/,GHSA-q7mc-fc87-v7w7,e3efd4ec270bfa07a2575efa6ece11b6e269d105,8cb2fec45dd90fda8ed9608c691f6bb8ed721cd2
127,apache__flink-cdc_CVE-2025-62228_3.3.0,CVE-2025-62228,CWE-089,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),apache,flink-cdc,3.3.0,https://github.com/apache/flink-cdc,GHSA-wqm3-w3p6-xjgm,6b53136c876d3506ee10deff1dd759da24fdad0b,d5766187a9a4b191820e10238d4594ae665cdb89
128,folio-org__spring-module-core_CVE-2022-4963_2.0.0,CVE-2022-4963,CWE-089,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),folio-org,spring-module-core,2.0.0,https://github.com/folio-org/spring-module-core,GHSA-4h5h-p23f-hjqf,e93b5ddd3022b81abf8ae81da8d3a740186f456e,d374a5f77e6b58e36f0e0e4419be18b95edcd7ff
129,apache__skywalking_CVE-2020-13921_8.0.0,CVE-2020-13921,CWE-089,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),apache,skywalking,8.0.0,https://github.com/apache/skywalking,GHSA-grpf-gg7v-5g5h,ed6bcb91c2832468fc16945e487a082cae627f88,fb7912c6bdda06a233f4b3e18e71a87d3e4a8951
130,apache__inlong_CVE-2023-35088_1.5.0,CVE-2023-35088,CWE-089,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),apache,inlong,1.5.0,https://github.com/apache/inlong,GHSA-r5pv-7g89-cxmc,9bd8781f32a151900feb2345580b858d6a1c0229,cab63a8eea6c0f4bf3d30ce245b7e1beee42504d
